user_id,proba
1,0.032178763
2,0.08900868
3,0.6674158
4,0.13706237
5,0.107407466
6,0.06431678
7,0.45370167
8,0.026668042
9,0.0495582
10,0.6385104
11,0.073525995
12,0.63686746
13,0.6449315
14,0.13592948
15,0.4131906
16,0.6001216
17,0.09226618
18,0.11983523
19,0.14233124
20,0.40550107
21,0.5595437
22,0.05116843
23,0.083986774
24,0.36740908
25,0.1244529
26,0.08651446
27,0.7337497
28,0.41067067
29,0.064627886
30,0.09894461
31,0.20006981
32,0.36070788
33,0.14052507
34,0.26958847
35,0.29031625
36,0.039258372
37,0.36868185
38,0.64813983
39,0.7993209
40,0.04444345
41,0.6004811
42,0.4097856
43,0.60961866
44,0.05664469
45,0.04116944
46,0.48409605
47,0.3758021
48,0.5423999
49,0.34068802
50,0.025230132
51,0.069961555
52,0.39460334
53,0.034191415
54,0.2230661
55,0.058185887
56,0.16053168
57,0.42906475
58,0.65811783
59,0.74424124
60,0.12884338
61,0.25358292
62,0.36805934
63,0.16398229
64,0.1961266
65,0.13296579
66,0.31151068
67,0.37449834
68,0.094901875
69,0.05039461
70,0.16129285
71,0.7170273
72,0.6090445
73,0.0966082
74,0.21715596
75,0.040714264
76,0.6962187
77,0.61140627
78,0.04545143
79,0.6327481
80,0.19146897
81,0.2821465
82,0.15205768
83,0.15980044
84,0.59661674
85,0.32036236
86,0.28216496
87,0.60239977
88,0.3183786
89,0.6058287
90,0.3408281
91,0.2923034
92,0.38295108
93,0.06272292
94,0.42510417
95,0.36650848
96,0.03670762
97,0.052795038
98,0.6178665
99,0.22829308
100,0.63313204
101,0.16764851
102,0.049221702
103,0.1296774
104,0.08080227
105,0.29403093
106,0.121517025
107,0.09629986
108,0.06143422
109,0.46378976
110,0.09907741
111,0.1429557
112,0.17420286
113,0.68449664
114,0.6601938
115,0.5051153
116,0.05118096
117,0.582896
118,0.04113358
119,0.59188837
120,0.6180384
121,0.04493632
122,0.16703314
123,0.32642576
124,0.68494165
125,0.6541963
126,0.61423457
127,0.049765725
128,0.3259239
129,0.12554619
130,0.06920177
131,0.7442241
132,0.17656097
133,0.09016403
134,0.038620077
135,0.050698124
136,0.60513896
137,0.17419322
138,0.3448472
139,0.17815089
140,0.63673085
141,0.101051085
142,0.10938139
143,0.19438533
144,0.14599448
145,0.34266502
146,0.13985358
147,0.61829096
148,0.040886395
149,0.6007883
150,0.06333457
151,0.06476866
152,0.042122222
153,0.2914954
154,0.028744295
155,0.08479336
156,0.3642327
157,0.4920257
158,0.057136443
159,0.17904335
160,0.08002374
161,0.35973728
162,0.09310335
163,0.03617587
164,0.22013433
165,0.602525
166,0.6518523
167,0.24163733
168,0.71997505
169,0.1776829
170,0.12099928
171,0.111743584
172,0.07461622
173,0.067191504
174,0.7244483
175,0.154708
176,0.2876992
177,0.07578863
178,0.17770255
179,0.5011115
180,0.59716105
181,0.12713355
182,0.56090665
183,0.09336165
184,0.539458
185,0.58496535
186,0.6512575
187,0.062241998
188,0.19177034
189,0.48867565
190,0.19115633
191,0.2869347
192,0.6389651
193,0.33303532
194,0.6675922
195,0.41866863
196,0.12597986
197,0.27997768
198,0.34203508
199,0.17883448
200,0.3460306
201,0.68013376
202,0.3228562
203,0.22053435
204,0.15618141
205,0.26711315
206,0.07804133
207,0.57711136
208,0.07922954
209,0.6704109
210,0.12501907
211,0.7388083
212,0.6662998
213,0.32890883
214,0.6237749
215,0.077323005
216,0.3520033
217,0.37579712
218,0.17990896
219,0.3632965
220,0.32669967
221,0.32557753
222,0.041642368
223,0.18463543
224,0.5911318
225,0.10070053
226,0.7232015
227,0.08151934
228,0.6649681
229,0.7466302
230,0.043118857
231,0.3962298
232,0.660096
233,0.54556656
234,0.20473626
235,0.5491259
236,0.10795376
237,0.22299369
238,0.06621755
239,0.64652
240,0.6707141
241,0.13577971
242,0.30035904
243,0.07038989
244,0.45613682
245,0.5863602
246,0.254688
247,0.55631566
248,0.31301615
249,0.09302364
250,0.07686364
251,0.08845511
252,0.23618212
253,0.040680494
254,0.122525096
255,0.6155133
256,0.05045982
257,0.5659445
258,0.09970736
259,0.1276941
260,0.6484466
261,0.052619476
