user_id,proba
1,0.047399856
2,0.07215385
3,0.5852796
4,0.14626779
5,0.12146452
6,0.062715694
7,0.39650154
8,0.048265185
9,0.048643313
10,0.5559946
11,0.071609914
12,0.64957345
13,0.5453786
14,0.15839882
15,0.4261186
16,0.56335515
17,0.04795385
18,0.12351706
19,0.13807546
20,0.38254565
21,0.47815946
22,0.054791313
23,0.044169355
24,0.3462766
25,0.19560103
26,0.06872717
27,0.64358103
28,0.3899373
29,0.051476907
30,0.10978068
31,0.16307993
32,0.3711405
33,0.13847412
34,0.26619047
35,0.22201131
36,0.036546577
37,0.38444385
38,0.60011166
39,0.64942676
40,0.045495093
41,0.58501613
42,0.3357502
43,0.5709266
44,0.0808824
45,0.05029356
46,0.40700197
47,0.34261617
48,0.49250314
49,0.41552576
50,0.04548322
51,0.094977476
52,0.507063
53,0.050807018
54,0.19365413
55,0.042806733
56,0.09202451
57,0.32571986
58,0.5800635
59,0.6340947
60,0.2134435
61,0.22801632
62,0.39039302
63,0.08439924
64,0.20343582
65,0.12806265
66,0.33499143
67,0.30776808
68,0.14079054
69,0.041637447
70,0.154891
71,0.7118676
72,0.56885016
73,0.11534767
74,0.23207432
75,0.049070973
76,0.59506434
77,0.5699909
78,0.059696514
79,0.6032892
80,0.14055271
81,0.20558292
82,0.18021517
83,0.10858587
84,0.50070775
85,0.3778866
86,0.26350272
87,0.62868017
88,0.2916641
89,0.56693196
90,0.40262264
91,0.36223513
92,0.33483735
93,0.07779587
94,0.22507162
95,0.21320112
96,0.032079697
97,0.039194763
98,0.5660382
99,0.31722286
100,0.5295367
101,0.14112529
102,0.040460102
103,0.16563019
104,0.22791117
105,0.19651562
106,0.096111216
107,0.04206313
108,0.04847482
109,0.37446693
110,0.11841115
111,0.101120174
112,0.24032761
113,0.616418
114,0.5725095
115,0.38624015
116,0.038777154
117,0.5253623
118,0.029475704
119,0.5608126
120,0.5894739
121,0.07323732
122,0.1206574
123,0.31773525
124,0.5928497
125,0.60172176
126,0.59974277
127,0.07231736
128,0.30780706
129,0.15344797
130,0.095188975
131,0.74027467
132,0.1424287
133,0.06056763
134,0.035452973
135,0.032757103
136,0.5423176
137,0.12684706
138,0.30087578
139,0.11907615
140,0.5443372
141,0.07496367
142,0.14786406
143,0.15864912
144,0.109017186
145,0.35192934
146,0.17734066
147,0.5844508
148,0.03522808
149,0.41602516
150,0.04398713
151,0.040873934
152,0.05856392
153,0.31352246
154,0.04261878
155,0.047564577
156,0.31934166
157,0.50935733
158,0.079648376
159,0.18208599
160,0.12182332
161,0.37964615
162,0.07184957
163,0.034405716
164,0.2311765
165,0.56121063
166,0.60020924
167,0.18859239
168,0.7038783
169,0.16203474
170,0.17334495
171,0.07630541
172,0.0834311
173,0.039432272
174,0.70836943
175,0.07032464
176,0.20607676
177,0.09726063
178,0.18613918
179,0.39707628
180,0.4659114
181,0.13380802
182,0.527937
183,0.05899818
184,0.4962995
185,0.554098
186,0.5962999
187,0.069341004
188,0.17078301
189,0.44340593
190,0.14783704
191,0.31637335
192,0.5747336
193,0.34227872
194,0.61534536
195,0.42018354
196,0.07613381
197,0.35326472
198,0.18439573
199,0.15039694
200,0.28368276
201,0.6593512
202,0.31149334
203,0.20785622
204,0.1871245
205,0.34247714
206,0.060411133
207,0.45451015
208,0.13451745
209,0.569124
210,0.066550784
211,0.7836353
212,0.56702936
213,0.28857428
214,0.5548221
215,0.03134226
216,0.22434041
217,0.42593494
218,0.15139298
219,0.3327773
220,0.31117398
221,0.2655568
222,0.033500087
223,0.17922544
224,0.5831304
225,0.08842684
226,0.7247763
227,0.042778686
228,0.6225481
229,0.67767376
230,0.043242972
231,0.3383687
232,0.61483437
233,0.50475335
234,0.19697222
235,0.47008273
236,0.1186036
237,0.21468866
238,0.050875485
239,0.58737886
240,0.6370104
241,0.15719771
242,0.24667417
243,0.13265523
244,0.4580207
245,0.5277992
246,0.11462566
247,0.32588574
248,0.42657608
249,0.14736952
250,0.063259386
251,0.08658257
252,0.21868195
253,0.04403756
254,0.1743344
255,0.55690163
256,0.047446188
257,0.56758666
258,0.11074769
259,0.16627961
260,0.5757998
261,0.07343199
262,0.6597529
263,0.54555327
264,0.59094125
265,0.035464443
266,0.45235267
267,0.23484243
268,0.08519271
269,0.5106951
270,0.2233336
271,0.6239318
272,0.0945269
273,0.075615995
274,0.2406219
275,0.11702287
276,0.1730008
277,0.05271891
278,0.3739364
279,0.041578628
280,0.5466565
281,0.4912745
282,0.56533813
283,0.15401046
284,0.45114827
285,0.07571072
286,0.058458593
287,0.58410853
288,0.055201232
289,0.16933694
290,0.5702701
291,0.1598011
292,0.61559975
293,0.7152583
294,0.49634632
295,0.058278784
296,0.080452055
297,0.66843057
298,0.3650424
299,0.6221717
300,0.7325741
301,0.60988057
302,0.10651263
303,0.2901145
304,0.09361704
305,0.6304842
306,0.41770282
307,0.34475327
308,0.1322618
309,0.11425707
310,0.18538964
311,0.3293145
312,0.653083
313,0.6546646
314,0.6807964
315,0.038522277
316,0.097077765
317,0.45705265
318,0.0485682
319,0.48510635
320,0.46854383
321,0.10636007
322,0.10977851
323,0.6476696
324,0.06255
325,0.37674037
326,0.054626577
327,0.44969058
328,0.12370671
329,0.1190291
330,0.10466305
331,0.38182792
332,0.09108376
333,0.64430237
334,0.66162056
335,0.5879786
336,0.6975789
337,0.19196329
338,0.48067936
339,0.04812879
340,0.5514533
341,0.2955834
342,0.24736898
343,0.55539995
344,0.5454275
345,0.5858354
346,0.40460667
347,0.33937764
348,0.054237157
349,0.033724423
350,0.108446576
351,0.19165124
352,0.7879203
353,0.14876968
354,0.7123205
355,0.106428996
356,0.07350374
357,0.34862167
358,0.6259298
359,0.56442946
360,0.20136432
361,0.40453824
362,0.48116112
363,0.0819781
364,0.5566041
365,0.5808679
366,0.70548576
367,0.74271697
368,0.6634376
369,0.35855517
370,0.58047974
371,0.63109857
372,0.08146625
373,0.030884106
374,0.092354245
375,0.3222294
376,0.53068465
377,0.4872165
378,0.44893506
379,0.041888
380,0.03891287
381,0.58336663
382,0.15194924
383,0.51412725
384,0.13539334
385,0.17601852
386,0.14872581
387,0.5591912
388,0.08411781
389,0.756929
390,0.5864402
391,0.5274845
392,0.25091887
393,0.30984056
394,0.055073872
395,0.03328673
396,0.3464461
397,0.7982111
398,0.09743491
399,0.26325995
400,0.15799655
401,0.10706018
402,0.59553266
403,0.06473851
404,0.32840827
405,0.20068783
406,0.11431503
407,0.6149771
408,0.1621986
409,0.625543
410,0.44248933
411,0.035620898
412,0.35597813
413,0.10050423
414,0.17145175
415,0.58183944
416,0.65207267
417,0.39004776
418,0.41194052
419,0.057166796
420,0.19783296
421,0.4103019
422,0.6034579
423,0.77201927
424,0.027742483
425,0.10966199
426,0.25273988
427,0.4231071
428,0.19537565
429,0.48701862
430,0.1545671
431,0.34901097
432,0.20750505
433,0.51187927
434,0.10402159
435,0.2310722
436,0.6355094
437,0.57895416
438,0.4595261
439,0.4038813
440,0.61323947
441,0.05029565
442,0.21120706
443,0.13540572
444,0.3364997
445,0.18184464
446,0.45443588
447,0.16156973
448,0.102448836
449,0.12077275
450,0.22005507
451,0.3210903
452,0.29824707
453,0.62343824
454,0.09614791
455,0.4772458
456,0.045065608
457,0.03308531
458,0.29667085
459,0.22963722
460,0.042152494
461,0.57796663
462,0.6757395
463,0.1184734
464,0.55136615
465,0.074104
466,0.18220706
467,0.73953307
468,0.040125955
469,0.12984908
470,0.6239198
471,0.16337617
472,0.37961462
473,0.06819325
474,0.22141184
475,0.3808063
476,0.6134383
477,0.62403023
478,0.042482853
479,0.07802278
480,0.63003165
481,0.2663133
482,0.4238325
483,0.06833443
484,0.087928176
485,0.09010519
486,0.101874515
487,0.060189877
488,0.6286884
489,0.049693767
490,0.13731074
491,0.46620747
492,0.099741824
493,0.5924477
494,0.11663202
495,0.10301293
496,0.35079947
497,0.051511236
498,0.65594757
499,0.44209588
500,0.47493997
501,0.1912669
502,0.07783778
503,0.63332766
504,0.40411258
505,0.64065105
506,0.27224627
507,0.25454393
508,0.10113631
509,0.22535782
510,0.3908895
511,0.0989011
512,0.15873939
513,0.12113333
514,0.1368687
515,0.11283411
516,0.62456304
517,0.6061282
518,0.043605067
519,0.75316197
520,0.08034045
521,0.6106066
522,0.13597809
523,0.46659297
524,0.59752053
525,0.10354231
526,0.2501639
527,0.102920495
528,0.5915929
529,0.025781395
530,0.07459703
531,0.70393825
532,0.6718033
533,0.6185514
534,0.46280286
535,0.08131359
536,0.046286467
537,0.40595007
538,0.38826054
539,0.19788067
540,0.06417968
541,0.30283576
542,0.45813778
543,0.6535988
544,0.16864474
545,0.38647044
546,0.17291173
547,0.30327705
548,0.15025939
549,0.5853806
550,0.10298227
551,0.5949646
552,0.1402649
553,0.6072366
554,0.7018756
555,0.533787
556,0.5568195
557,0.59462744
558,0.08914467
559,0.37544245
560,0.58182305
561,0.34371772
562,0.18791246
563,0.40583867
564,0.11084734
565,0.7244616
566,0.06543286
567,0.110657446
568,0.73193127
569,0.69720757
570,0.43461448
571,0.11798826
572,0.44397116
573,0.6195933
574,0.29285
575,0.1144359
576,0.6875057
577,0.6200381
578,0.07930864
579,0.33775452
580,0.5455054
581,0.59637886
582,0.2999483
583,0.038143557
584,0.75207585
585,0.67051226
586,0.05362835
587,0.14798151
588,0.08467789
589,0.056641642
