user_id,proba
1,0.11252466894235949
2,0.11608995763920137
3,0.5386120859840619
4,0.11608995763920137
5,0.11608995763920137
6,0.11608995763920137
7,0.2530937589745151
8,0.11252466894235949
9,0.11608995763920137
10,0.5386120859840619
11,0.11608995763920137
12,0.5260191640528853
13,0.5227157448287602
14,0.11302654513780253
15,0.24019792256545333
16,0.5386120859840619
17,0.11608995763920137
18,0.115339016589503
19,0.1638160866497073
20,0.39796108241501166
21,0.20669017460726113
22,0.11608995763920137
23,0.11608995763920137
24,0.37098822330239417
25,0.11252466894235949
26,0.11608995763920137
27,0.5260191640528853
28,0.3901597582773456
29,0.11608995763920137
30,0.11608995763920137
31,0.11252466894235949
32,0.3901597582773456
33,0.11376436644693858
34,0.11376436644693858
35,0.11376436644693858
36,0.11608995763920137
37,0.2530937589745151
38,0.5571998443099528
39,0.5386120859840619
40,0.11608995763920137
41,0.3657641420014644
42,0.2530937589745151
43,0.5353189010548054
44,0.11376436644693858
45,0.11608995763920137
46,0.3915422389551914
47,0.21436725983963695
48,0.3915422389551914
49,0.39796108241501166
50,0.11608995763920137
51,0.11608995763920137
52,0.37098822330239417
53,0.11608995763920137
54,0.11376436644693858
55,0.11608995763920137
56,0.11608995763920137
57,0.15176925156424836
58,0.5260191640528853
59,0.269569986284568
60,0.24019792256545333
61,0.2530937589745151
62,0.3901597582773456
63,0.11608995763920137
64,0.11376436644693858
65,0.11376436644693858
66,0.38767856713019916
67,0.17640292182199593
68,0.11608995763920137
69,0.11608995763920137
70,0.115339016589503
71,0.5386120859840619
72,0.5386120859840619
73,0.1571746297695352
74,0.16125312702020994
75,0.11376436644693858
76,0.5571998443099528
77,0.5386120859840619
78,0.11376436644693858
79,0.5227157448287602
80,0.115339016589503
81,0.2530937589745151
82,0.22628931781715828
83,0.11376436644693858
84,0.3850486032421056
85,0.36963422812256486
86,0.115339016589503
87,0.36963422812256486
88,0.18843545385151866
89,0.5260191640528853
90,0.39796108241501166
91,0.11154033859061878
92,0.1571746297695352
93,0.11376436644693858
94,0.11308813335981102
95,0.1449925839593281
96,0.11376436644693858
97,0.11608995763920137
98,0.5386120859840619
99,0.11382630511400872
100,0.5386120859840619
101,0.18843545385151866
102,0.11608995763920137
103,0.1538125950729097
104,0.2530937589745151
105,0.11608995763920137
106,0.11608995763920137
107,0.11608995763920137
108,0.11376436644693858
109,0.3915422389551914
110,0.11252466894235949
111,0.11376436644693858
112,0.11154033859061878
113,0.5386120859840619
114,0.5260191640528853
115,0.3939797780803318
116,0.11608995763920137
117,0.5386120859840619
118,0.11608995763920137
119,0.5353189010548054
120,0.5260191640528853
121,0.11608995763920137
122,0.11608995763920137
123,0.11382630511400872
124,0.5386120859840619
125,0.5260191640528853
126,0.5260191640528853
127,0.11608995763920137
128,0.37727904250509875
129,0.1587142501118099
130,0.11608995763920137
131,0.5227157448287602
132,0.18843545385151866
133,0.12974601189412693
134,0.11608995763920137
135,0.11608995763920137
136,0.5260191640528853
137,0.11376436644693858
138,0.24019792256545333
139,0.11608995763920137
140,0.5260191640528853
141,0.11608995763920137
142,0.1571746297695352
143,0.1587142501118099
144,0.11608995763920137
145,0.39796108241501166
146,0.11608995763920137
147,0.5386120859840619
148,0.11252466894235949
149,0.24019792256545333
150,0.11376436644693858
151,0.11608995763920137
152,0.11376436644693858
153,0.37968319541847756
154,0.11608995763920137
155,0.11608995763920137
156,0.15082689699424187
157,0.36077265233050304
158,0.11608995763920137
159,0.15563537511219272
160,0.11608995763920137
161,0.2530937589745151
162,0.115339016589503
163,0.11608995763920137
164,0.11608995763920137
165,0.5227157448287602
166,0.5386120859840619
167,0.115339016589503
168,0.5260191640528853
169,0.11608995763920137
170,0.11376436644693858
171,0.11252466894235949
172,0.11608995763920137
173,0.11608995763920137
174,0.21797923060972035
175,0.11376436644693858
176,0.11608995763920137
177,0.11376436644693858
178,0.11608995763920137
179,0.39796108241501166
180,0.3901597582773456
181,0.17640292182199593
182,0.3850486032421056
183,0.11608995763920137
184,0.269569986284568
185,0.5260191640528853
186,0.5386120859840619
187,0.11838724722169702
188,0.11608995763920137
189,0.3837865310001779
190,0.11608995763920137
191,0.11382630511400872
192,0.5386120859840619
193,0.37727904250509875
194,0.5260191640528853
195,0.3837865310001779
196,0.11608995763920137
197,0.3720187686245426
198,0.1587528933647899
199,0.11382630511400872
200,0.1912620141978515
201,0.5386120859840619
202,0.1929091873967232
203,0.1587142501118099
204,0.11608995763920137
205,0.3901597582773456
206,0.11608995763920137
207,0.3901597582773456
208,0.18843545385151866
209,0.5227157448287602
210,0.11608995763920137
211,0.5227157448287602
212,0.5260191640528853
213,0.18843545385151866
214,0.5260191640528853
215,0.11608995763920137
216,0.11608995763920137
217,0.3659665786456903
218,0.11376436644693858
219,0.39796108241501166
220,0.11382630511400872
221,0.18843545385151866
222,0.11608995763920137
223,0.18843545385151866
224,0.5386120859840619
225,0.11608995763920137
226,0.5260191640528853
227,0.11608995763920137
228,0.5571998443099528
229,0.38747146000907257
230,0.11608995763920137
231,0.37727904250509875
232,0.5386120859840619
233,0.5260191640528853
